"","index","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","day","time","premium"
"1478","0_0637f48f-7641-444e-a367-093c55993f90","0","1","1","1","1","1","0","0","1","1","0","1","0","1","1","1","0","1","1","1","Saturday","evening","1"
"1479","0_0638ac2a-5d7a-4059-9699-e56c65fd760b","0","1","1","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"1480","0_06398502-a2bf-46c4-ae0c-3db82e1a4c85","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1481","0_063a869e-4573-47f6-9404-67eb81921b1c","0","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1482","0_063db1c1-1b3d-4c06-9e98-4374bd729da1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"1483","0_063eb034-76bb-405a-8be6-8eb6e0bc7171","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","0","0","1","1","0","Sunday","afternoon","1"
"1484","0_063fa466-e441-4c1d-a202-da67cb488b8e","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","Saturday","evening","1"
"1485","0_063fdca8-814f-4731-b448-10a5429abc9b","0","0","0","1","1","0","1","0","1","1","0","0","0","0","1","0","1","0","1","0","Sunday","evening","0"
"1486","0_0640db7d-8c4a-4cc9-91d2-86c091e29eaf","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Saturday","latenight","1"
"1487","0_0644f449-9ee0-42e1-82ab-ef5f2ae47de6","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","Saturday","latenight","1"
"1488","0_06458af5-10de-40c0-b00a-4f401f7b3183","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"1489","0_0645b013-84a4-4313-8d9d-873930b24aa8","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0","1","0","0","1","0","Sunday","afternoon","1"
"1490","0_06460f63-7d90-41c5-86eb-dc61e8a39904","0","1","1","0","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"1491","0_06468172-112f-47b3-b92d-7789aca9b0b5","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"1492","0_0648c632-d7de-45da-9a10-5e5d06b67ddb","0","1","1","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","1","1","Saturday","evening","1"
"1493","0_0648cc69-5134-493f-aba6-ce109cfbcd0f","0","1","1","0","1","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","Saturday","latenight","1"
"1494","0_06493f15-90be-4239-9352-849210f8ff3a","0","1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"1495","0_064f5fd9-adf5-426f-a7d2-143d94072269","0","1","1","0","1","0","0","1","0","0","0","0","1","1","1","1","1","1","0","0","Sunday","morning","1"
"1496","0_064f7218-a4e2-4b0b-b05e-619866e460fe","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"1497","0_064f78da-072d-4d6d-8ad0-d614520290a6","0","1","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1498","0_06500553-bbde-40d8-afbf-c1903a50989b","0","1","0","1","1","1","0","1","0","1","0","1","1","1","1","0","0","0","0","0","Sunday","morning","0"
"1499","0_06503974-e7c0-42ac-872b-5207d0c023af","0","1","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","Sunday","afternoon","0"
"1500","0_065142d8-f1bf-46c2-b4ab-ada2a4519e94","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","Saturday","latenight","1"
"1501","0_0654d8a8-4f74-4ded-88cc-affcc247d0f3","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","Sunday","afternoon","0"
"1502","0_065532e3-d6e3-48ec-9e4c-3d7a1879b01a","0","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","1","0","Sunday","afternoon","1"
"1503","0_06555c80-faac-4a85-bfed-05639d8dc551","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Saturday","afternoon","1"
"1504","0_06592d21-accb-4143-9c82-34d3ad868d41","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","afternoon","1"
"1505","0_0659345f-9dc2-46f3-b852-e159181d654f","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1506","0_065abdaf-20ec-44b9-be84-27f550ae8444","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","Sunday","morning","1"
"1507","0_065b08aa-33da-42f6-bf46-a3ffd2262784","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1508","0_065bcd2c-ab6b-4ebf-9556-6d0da23c5ef9","0","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","0","1","Sunday","evening","1"
"1509","0_065d28b9-a3da-42b4-b27f-bb2f27f7afa3","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1510","0_065e0810-169d-428d-934c-8ba16f32008b","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1511","0_065f296e-4c65-4140-a4e2-bd8444b1f33f","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","Sunday","morning","1"
"1512","0_065f302b-7fbd-4491-82ce-19cda26af1ba","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","Sunday","afternoon","1"
"1513","0_06603f3b-3e0f-44a6-830f-6af67adf276b","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","Saturday","evening","1"
"1514","0_0660dff0-a6d6-40ec-adeb-c64141750b68","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"1515","0_06611c06-8004-4b56-924e-6b5d9abd2bc7","0","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","1","1","1","Sunday","morning","1"
"1516","0_06617b1a-ce50-40bd-a334-6f732ec1e962","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"1517","0_06622dc4-bb10-43f2-a669-494528233573","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1","0","Sunday","afternoon","1"
"1518","0_0662f1ac-40f1-4b45-a933-2fee5696f370","0","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"1519","0_06634be5-c7e1-448a-9725-eb5dc7a30d7f","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","Sunday","morning","1"
"1520","0_06640451-7319-4fc8-a366-11847db8cbe4","0","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","Sunday","morning","1"
"1521","0_0665baa4-464f-412d-8af9-6d37f9de2269","0","0","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","1","1","1","Sunday","afternoon","1"
"1522","0_0665e648-a89b-49e0-aae7-cdd5f383fe9b","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","Saturday","latenight","1"
"1523","0_066968f0-fe6b-4ace-b416-5c7369e9056e","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1524","0_066a590c-9770-411f-9a00-8b72bd174bd2","0","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","0","0","0","Sunday","evening","0"
"1525","0_066aac18-3287-4514-b9be-f5cb52fb8a84","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","Saturday","latenight","1"
"1526","0_066d3a15-dabf-454d-8582-6482dfa62663","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"1527","0_066de8c7-8c47-4591-95ff-e489d3e44fc6","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"1528","0_066df7b0-ac85-4313-909b-abda424af685","0","1","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1529","0_066e1d08-dc0b-4757-a7fe-f769f51af5cf","0","1","1","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1530","0_06726b8b-6d7d-499a-a535-28d99f1463b8","0","1","0","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","0","0","Sunday","afternoon","1"
"1531","0_0673ccb7-90b6-4d07-9855-8cf0194b6b11","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","Saturday","evening","0"
"1532","0_0674db60-8566-440f-9513-87c9c4f702d8","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","Saturday","evening","0"
"1533","0_06751719-ffc6-4bea-a920-6f3f1c8b8d75","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"1534","0_06753dba-616e-4422-8259-3baad19c1f38","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1535","0_06755a4c-5b0d-48ed-b48d-3db831a2f572","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","Sunday","afternoon","1"
"1536","0_06756ba7-cd84-496f-ba49-c4490bf75ea6","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1537","0_06768d29-014e-478e-a8e1-98a3ee90bed6","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","Saturday","latenight","0"
"1538","0_0678807b-abda-46dc-85c7-4a4c15b37c44","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","Saturday","latenight","1"
"1539","0_067adaa8-23bc-4ee7-b1de-914497d8d972","0","0","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1540","0_067c5b17-d800-47e9-bebb-fd3b7c967303","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"1541","0_067cac65-d951-43a6-a9df-8fac06790265","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"1542","0_067cc791-ea0b-4603-b9fe-2a24493fd063","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"1543","0_067f40c3-dcec-4726-9155-d229bb6da81c","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","Sunday","morning","0"
"1544","0_0681451c-fef5-4d60-9bf4-681bd520daf3","0","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","Sunday","morning","1"
"1545","0_0686764e-05d6-4700-90d4-c8b39954363e","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Sunday","evening","0"
"1546","0_068863af-aad8-4f5f-babf-10d8daf2d2a6","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"1547","0_06895696-fc81-468b-8e19-a92ee5d80efa","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Sunday","afternoon","1"
"1548","0_068a151c-de54-4d78-84e2-351ff85021c4","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1549","0_068c41bb-bb3e-4808-b86b-c4e9d4f10716","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"1550","0_068cf527-9d37-4cd7-b330-5989f67f9d46","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Saturday","evening","1"
"1551","0_068d4351-9e88-4f5c-b956-dd0a4f4cf600","0","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"1552","0_068fbacf-8b3c-4718-8d05-be313b078a62","0","1","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","Sunday","afternoon","1"
"1553","0_0691f2fb-2be5-46d5-8a9a-2289cb334c19","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Saturday","latenight","1"
"1554","0_06925d2b-f44b-4fb0-8f6d-5c29ee52ba65","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1555","0_0694c86d-7bdf-4fe8-bbcc-bf87e3aff8d2","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","0"
"1556","0_069884de-1789-40a2-84d6-56ad03c633e9","0","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","Saturday","evening","1"
"1557","0_069b395b-8caa-46ef-8ba4-8a80fbfcca63","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","Saturday","latenight","1"
"1558","0_069b5b41-5b33-484d-b3f6-223ff720c1cf","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"1559","0_069b608c-ee91-4f78-aa7a-86af8e6eab19","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","0"
"1560","0_069bddbb-ae0e-4291-aa74-d98f2280ffcc","0","1","1","1","1","1","0","0","1","0","1","1","1","1","0","1","1","1","1","1","Saturday","evening","0"
"1561","0_069c6293-e1d2-4a95-b237-ef7efc5c2262","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"1562","0_069caf11-d081-4713-92be-382bdd07a874","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1","Sunday","afternoon","1"
"1563","0_069dbec1-da86-48bb-a6dc-eea41f2b330d","0","1","0","1","1","1","0","1","1","1","1","0","1","0","1","0","0","1","0","1","Sunday","morning","1"
"1564","0_069e5be3-5785-4c4c-9045-d8bd3fd454f4","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","Sunday","evening","1"
"1565","0_069f88fa-7b6c-4131-b951-8c25c5fc324a","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1566","0_06a0975f-bc89-46a1-ba1e-0b7c530e8e6c","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"1567","0_06a18c91-9155-4265-87b6-cb621859d59b","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","0","1","0","Sunday","afternoon","1"
"1568","0_06a24032-4b09-43ba-8e11-00e6f03ff596","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","1","1","0","1","0","Sunday","afternoon","1"
"1569","0_06a27649-c93d-42a6-9c8a-9fa3586cb53e","0","1","1","0","1","1","0","0","1","1","1","1","0","1","0","1","1","0","1","0","Saturday","evening","1"
"1570","0_06a28c80-2dca-434d-8404-3a86f77a0a10","0","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"1571","0_06a31435-a685-4d94-85a0-bc11e526a37a","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"1572","0_06a3e253-c1e1-46dd-a4ad-edcd9ec19796","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","0"
"1573","0_06a532a7-cfac-47eb-9fcc-e84d0dda18ae","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","Saturday","evening","1"
"1574","0_06a59ec4-08a0-44b2-a90a-a125cfa1c610","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1575","0_06a838ba-1fc9-4b9a-af72-5b5f78e02dac","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1576","0_06a9a186-9cc1-48ce-8542-eae46fe56c4f","0","0","1","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","1","1","Sunday","afternoon","1"
"1577","0_06ab2690-fb0d-49c3-a27b-45bae1a9bd34","0","0","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1578","0_06ac59f0-b8ad-4b6f-90c2-c8b92267804c","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","Sunday","afternoon","0"
"1579","0_06afff8b-469e-4a87-8aef-13358562e888","0","1","1","1","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1580","0_06b13698-3507-4761-bbb7-e9fb88b6ded6","0","1","1","1","1","0","1","1","1","1","1","0","1","0","0","1","0","1","1","1","Sunday","afternoon","1"
"1581","0_06b2401f-73a0-4ba7-8672-46ae73be4226","0","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","0","0","0","Sunday","afternoon","1"
"1582","0_06b3249e-7a90-466c-8f27-c2c29e2abe7c","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1583","0_06b34bc5-0518-4564-9920-531d6e9e39fb","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","Sunday","afternoon","1"
"1584","0_06b47166-4396-4dc0-a60d-81461b936068","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1585","0_06b4caa6-97aa-438f-9866-d21059f9f046","0","0","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","0","Sunday","afternoon","1"
"1586","0_06b540ea-42bf-45e3-8ffb-fdeae818723d","0","1","1","1","1","1","1","0","0","1","0","1","1","1","0","1","1","0","1","1","Sunday","evening","1"
"1587","0_06b55cee-753a-4289-9e5a-44f042419ba3","0","1","1","1","1","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"1588","0_06b615c9-f6ea-450e-a6a0-36cf11cfb043","0","1","0","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","0","0","Saturday","evening","1"
"1589","0_06b661fe-39b5-4d55-9cea-23d5d78f8264","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0","1","1","1","1","0","Saturday","latenight","1"
"1590","0_06b669fa-81a1-4573-9441-34d14a0f5953","0","0","1","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","0","1","Sunday","evening","1"
"1591","0_06b6749c-16e7-44ec-b902-4ee1a497e100","0","1","0","1","1","1","0","1","1","0","1","1","0","0","1","1","1","1","1","1","Sunday","afternoon","1"
"1592","0_06b6808e-c1de-4ae7-b890-9f0ef1e17b61","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1593","0_06b6bb3d-2c39-4e71-bb53-2bdd3c07d03d","0","1","1","0","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1","0","Saturday","latenight","1"
"1594","0_06b77fdd-2d67-4243-b794-8c2a9b109c64","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1595","0_06b9ec01-bae2-4afc-b25b-2954902327ff","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","Sunday","morning","1"
"1596","0_06bb1ae7-7234-4527-b24f-9ef5f63ca292","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"1597","0_06bbcbe7-df3d-4f82-ac40-709416eeb327","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","1","1","1","1","0","Saturday","latenight","1"
"1598","0_06be6d16-ddc6-4c72-9c72-04a5d6ca5884","0","0","1","0","0","0","1","0","0","1","0","0","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1599","0_06bf3805-2bc9-4dff-99de-a3ca0604cfcd","0","0","1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","1","1","Saturday","evening","1"
"1600","0_06c26f27-3495-41cd-b471-af58e1839dbe","0","1","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","Sunday","evening","0"
"1601","0_06c33443-98d0-4633-bbbb-eef1c69a5f67","0","1","1","0","1","1","1","1","1","1","0","1","0","1","0","1","0","1","1","1","Sunday","evening","0"
"1602","0_06c4f652-6ba6-4165-8689-b07b1050ae1a","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"1603","0_06c62c28-0eba-4b4c-858d-8bdf3abb3b99","0","0","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1604","0_06caa69e-0e74-4a17-8860-ea4f7f6cb114","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"1605","0_06caf7ea-d5a7-40db-b161-583454d1c15f","0","1","0","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","Saturday","latenight","1"
"1606","0_06cc13ed-ab26-4b33-8511-1b30f63ffa9a","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","Saturday","latenight","1"
"1607","0_06cca72a-225d-4ce0-992c-e519dc758bc6","0","0","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","1","Sunday","afternoon","0"
"1608","0_06ce1c89-fb98-4091-a9b1-ac9117e9326f","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","Sunday","evening","1"
"1609","0_06ceafcf-3167-4ac3-9947-7a74d7a2c67b","0","0","1","0","1","0","1","1","0","0","1","1","0","0","1","1","1","1","1","1","Saturday","evening","1"
"1610","0_06cf8341-fa5b-40ac-935f-9cb0dd160e04","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","Sunday","afternoon","1"
"1611","0_06d0131a-d118-4161-bc0b-64d612fc54b2","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","Saturday","latenight","1"
"1612","0_06d016cf-becf-40ca-8041-c09d784a87e1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","Saturday","latenight","1"
"1613","0_06d4569e-d0d5-4167-a692-44d4ea951cf1","0","0","1","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","0","Sunday","afternoon","0"
"1614","0_06d4590f-9862-4379-9ef0-5d897d9a3e79","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","Sunday","afternoon","0"
"1615","0_06d512f4-eab8-453c-aae4-f9385ba6a496","0","0","1","0","1","0","1","1","1","0","1","1","1","1","1","0","1","0","1","0","Saturday","evening","1"
"1616","0_06d56f83-9b49-4b83-b79a-0ceaba9799ef","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","0","Sunday","afternoon","1"
"1617","0_06d85303-65b4-4ced-895b-c16ee62ee91c","0","0","0","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","0","Sunday","morning","1"
"1618","0_06d86797-985a-44c6-ac0d-fcf8d0d58499","0","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","Sunday","afternoon","1"
"1619","0_06da4101-1c7c-46ef-86db-c95ec23adca7","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1620","0_06dc72e5-7258-490b-aa73-e53d0d06dc32","0","1","1","1","1","0","1","1","0","1","0","1","0","1","1","1","1","0","1","1","Sunday","afternoon","1"
"1621","0_06dd1ae3-dcd5-4bd1-9ccf-abe4b02befbb","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","Sunday","afternoon","1"
"1622","0_06df396e-2848-46f5-99cf-8906f8b92c0d","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","Sunday","afternoon","1"
"1623","0_06dfb518-2c4f-42d7-85a2-df63c8431515","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","Sunday","afternoon","1"
"1624","0_06e01dac-c583-43b8-83c5-b7cdaf815bae","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1625","0_06e10c3f-6990-4e40-a8bf-db9215822ea8","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1626","0_06e17a40-af79-4189-b3ec-6d28721458c1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"1627","0_06e1e402-1080-40d4-816b-fe3252159e2c","0","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","Saturday","latenight","1"
"1628","0_06e2576a-d59e-4159-b972-a9cb455f4fc6","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","Sunday","afternoon","0"
"1629","0_06e2fa84-d6b3-418c-a0bd-0d30c25319e8","0","1","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","1","0","Saturday","latenight","0"
"1630","0_06e38b8c-8b6c-4661-be58-2b41ffa9d237","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","Sunday","afternoon","1"
"1631","0_06e441e1-112c-4241-b01f-91cc01931eb2","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"1632","0_06e693b7-78a7-46ea-848c-5bc24ea1964b","0","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","Sunday","evening","1"
"1633","0_06ea0f55-0a60-4020-8128-fcdec987b8d5","0","0","1","1","1","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","Sunday","afternoon","1"
"1634","0_06ea61c4-1784-4c0c-adaa-201ac1accbe8","0","0","1","1","1","1","1","1","0","1","1","0","1","0","1","1","0","1","1","0","Saturday","latenight","1"
"1635","0_06eba52d-3a35-437c-91c9-084cfa88d265","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"1636","0_06ed39ea-0e87-45c4-9493-3ae6cc37f8ef","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"1637","0_06eefbc8-7fd8-40dc-a6ef-e13363280a7f","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"1638","0_06f0174e-0f88-4c7c-8e5a-87e8e0fe4ee7","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"1639","0_06f0b54b-0eda-4f32-8871-e2fe0894d2bc","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","1","1","1","0","1","Sunday","afternoon","1"
"1640","0_06f1028d-45fa-422f-83eb-9d1127f1c2c2","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"1641","0_06f24c9f-b989-4948-a69b-4cf1e75c48be","0","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","Sunday","morning","1"
